===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2019-05-17 16:55:53
count workspace : c:\Users\bigol\Desktop\repos\dh-unit\Project\Assets
total files : 3261
total code lines : 610316
total comment lines : 13463
total blank lines : 12214

Cirrus.meta, code is 8, comment is 0, blank is 0.
ARPG\Levels\Level.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Levels\Material.Transition.1.mat, code is 77, comment is 0, blank is 0.
ARPG\Levels\Material.Transition.1.mat.meta, code is 8, comment is 0, blank is 0.
ARPG\Levels\Material.Transition.2.mat, code is 77, comment is 0, blank is 0.
ARPG\Levels\Material.Transition.2.mat.meta, code is 8, comment is 0, blank is 0.
ARPG\Levels\Material.Transition.3.mat, code is 78, comment is 0, blank is 0.
ARPG\Levels\Material.Transition.3.mat.meta, code is 8, comment is 0, blank is 0.
ARPG\Levels\Persistent.prefab, code is 331, comment is 0, blank is 0.
ARPG\Levels\Persistent.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Levels\Room.cs, code is 56, comment is 5, blank is 25.
ARPG\Levels\Room.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Levels\Room.prefab, code is 4733, comment is 0, blank is 0.
ARPG\Levels\Room.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Levels\RoomPersistence.cs, code is 9, comment is 0, blank is 3.
ARPG\Levels\RoomPersistence.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Levels\SceneField.cs, code is 51, comment is 4, blank is 6.
ARPG\Levels\SceneField.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Levels\Transition.cs, code is 113, comment is 4, blank is 32.
ARPG\Levels\Transition.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Levels\Transition.prefab, code is 188, comment is 0, blank is 0.
ARPG\Levels\Transition.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Levels\Transition.Start.SheepGirl.prefab, code is 197, comment is 0, blank is 0.
ARPG\Levels\Transition.Start.SheepGirl.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Action.cs, code is 36, comment is 1, blank is 10.
ARPG\Objects\Actions\Action.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\ClosestStrategy.cs, code is 48, comment is 9, blank is 16.
ARPG\Objects\Actions\ClosestStrategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\AttitudeEffect.cs, code is 34, comment is 1, blank is 6.
ARPG\Objects\Actions\Effects\AttitudeEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\BreakEffect.cs, code is 1, comment is 13, blank is 3.
ARPG\Objects\Actions\Effects\BreakEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\ClaimRewardEffect.cs, code is 1, comment is 12, blank is 3.
ARPG\Objects\Actions\Effects\ClaimRewardEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\DamageEffect.cs, code is 37, comment is 5, blank is 12.
ARPG\Objects\Actions\Effects\DamageEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\DestroyEffect.cs, code is 1, comment is 19, blank is 6.
ARPG\Objects\Actions\Effects\DestroyEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\DisableEffect.cs, code is 1, comment is 21, blank is 4.
ARPG\Objects\Actions\Effects\DisableEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\HealEffect.cs, code is 34, comment is 8, blank is 9.
ARPG\Objects\Actions\Effects\HealEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\InjureEffect.cs, code is 13, comment is 3, blank is 1.
ARPG\Objects\Actions\Effects\InjureEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\KnockBackEffect.cs, code is 1, comment is 16, blank is 3.
ARPG\Objects\Actions\Effects\KnockBackEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\ModifierEffect.cs, code is 1, comment is 12, blank is 3.
ARPG\Objects\Actions\Effects\ModifierEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\StunEffect.cs, code is 1, comment is 22, blank is 3.
ARPG\Objects\Actions\Effects\StunEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\TransferRewardEffect.cs, code is 1, comment is 30, blank is 8.
ARPG\Objects\Actions\Effects\TransferRewardEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\UpdateInventoryEffect.cs, code is 49, comment is 5, blank is 10.
ARPG\Objects\Actions\Effects\UpdateInventoryEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\UpdateRewardEffect.cs, code is 1, comment is 24, blank is 5.
ARPG\Objects\Actions\Effects\UpdateRewardEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Effects\UpdateStatEffect.cs, code is 40, comment is 1, blank is 6.
ARPG\Objects\Actions\Effects\UpdateStatEffect.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\AttributeModifier.cs, code is 11, comment is 2, blank is 5.
ARPG\Objects\Actions\Modifiers\AttributeModifier.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\DurationPersistence.cs, code is 35, comment is 0, blank is 11.
ARPG\Objects\Actions\Modifiers\DurationPersistence.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\ManualPersistence.cs, code is 12, comment is 0, blank is 2.
ARPG\Objects\Actions\Modifiers\ManualPersistence.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\Modification.Effect.Fire2.asset, code is 23, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\Modification.Effect.Fire2.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\ModificationType.cs, code is 8, comment is 0, blank is 2.
ARPG\Objects\Actions\Modifiers\ModificationType.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\Modifier.cs, code is 37, comment is 4, blank is 15.
ARPG\Objects\Actions\Modifiers\Modifier.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\Persistence.cs, code is 11, comment is 1, blank is 4.
ARPG\Objects\Actions\Modifiers\Persistence.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\Persistence.Duration.2second.asset, code is 15, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\Persistence.Duration.2second.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\PropagatedModifier.cs, code is 14, comment is 3, blank is 5.
ARPG\Objects\Actions\Modifiers\PropagatedModifier.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Modifiers\RepeatEffectModifier.cs, code is 54, comment is 2, blank is 14.
ARPG\Objects\Actions\Modifiers\RepeatEffectModifier.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\MultiAction.cs, code is 43, comment is 1, blank is 6.
ARPG\Objects\Actions\MultiAction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Charge.asset, code is 14, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Charge.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Charge.cs, code is 1, comment is 22, blank is 4.
ARPG\Objects\Actions\Prepare\Charge.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Instant.asset, code is 14, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Instant.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Instant.cs, code is 1, comment is 22, blank is 4.
ARPG\Objects\Actions\Prepare\Instant.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Prepare\Strategy.cs, code is 1, comment is 24, blank is 11.
ARPG\Objects\Actions\Prepare\Strategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Projectile.cs, code is 69, comment is 7, blank is 22.
ARPG\Objects\Actions\Projectile.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Projectile.prefab, code is 136, comment is 0, blank is 0.
ARPG\Objects\Actions\Projectile.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects\Actions\ProjectileStrategy.cs, code is 42, comment is 3, blank is 11.
ARPG\Objects\Actions\ProjectileStrategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\RaycastStrategy.cs, code is 1, comment is 24, blank is 7.
ARPG\Objects\Actions\RaycastStrategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\ActionReaction.cs, code is 31, comment is 0, blank is 6.
ARPG\Objects\Actions\Reactions\ActionReaction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\BaseReaction.cs, code is 28, comment is 0, blank is 8.
ARPG\Objects\Actions\Reactions\BaseReaction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\CollisionReaction.cs, code is 1, comment is 27, blank is 8.
ARPG\Objects\Actions\Reactions\CollisionReaction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\InteractionReaction.cs, code is 20, comment is 0, blank is 7.
ARPG\Objects\Actions\Reactions\InteractionReaction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Anim.Popup.Stat.anim, code is 286, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Anim.Popup.Stat.anim.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Animator.Popup.Stat.controller, code is 72, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Animator.Popup.Stat.controller.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Popup.Stat.Health.Add.prefab, code is 96, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Popup.Stat.Health.Add.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Popup.Stat.Health.Remove.prefab, code is 96, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Popup.Stat.Health.Remove.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Popup.Stat.prefab, code is 279, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\Popup.Stat.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Popup.Stats\StatPopup.cs, code is 44, comment is 8, blank is 16.
ARPG\Objects\Actions\Reactions\Popup.Stats\StatPopup.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Reaction.Stat.Health.asset, code is 21, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\Reaction.Stat.Health.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\ReactionUser.cs, code is 22, comment is 0, blank is 5.
ARPG\Objects\Actions\Reactions\ReactionUser.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\SituationReaction.cs, code is 24, comment is 11, blank is 7.
ARPG\Objects\Actions\Reactions\SituationReaction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Reactions\StatReaction.cs, code is 40, comment is 1, blank is 9.
ARPG\Objects\Actions\Reactions\StatReaction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\SelfStrategy.cs, code is 28, comment is 1, blank is 5.
ARPG\Objects\Actions\SelfStrategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\SimpleAction.cs, code is 47, comment is 1, blank is 11.
ARPG\Objects\Actions\SimpleAction.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Strategy.cs, code is 41, comment is 2, blank is 13.
ARPG\Objects\Actions\Strategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Actions\Strategy.Direct.asset, code is 15, comment is 0, blank is 0.
ARPG\Objects\Actions\Strategy.Direct.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\Strategy.Self.asset, code is 15, comment is 0, blank is 0.
ARPG\Objects\Actions\Strategy.Self.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Actions\TackleStrategy.cs, code is 54, comment is 7, blank is 27.
ARPG\Objects\Actions\TackleStrategy.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Attributes.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Attributes\Attribute.cs, code is 15, comment is 0, blank is 8.
ARPG\Objects\Attributes\Attribute.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Attributes\AttributesPersistence.cs, code is 66, comment is 1, blank is 18.
ARPG\Objects\Attributes\AttributesPersistence.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Attributes\Modifier.cs, code is 39, comment is 0, blank is 15.
ARPG\Objects\Attributes\Modifier.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Attributes\NumericDetail.cs, code is 11, comment is 0, blank is 1.
ARPG\Objects\Attributes\NumericDetail.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Attributes\Stat.cs, code is 76, comment is 1, blank is 24.
ARPG\Objects\Attributes\Stat.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Attributes\StringDetail.cs, code is 11, comment is 0, blank is 1.
ARPG\Objects\Attributes\StringDetail.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\BaseObject.cs, code is 119, comment is 4, blank is 48.
ARPG\Objects\BaseObject.cs.meta, code is 11, comment is 0, blank is 0.
ARPG\Objects\Characters.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Ability.asset, code is 22, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Ability.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Ability.Attack.Direct.prefab, code is 77, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Ability.Attack.Direct.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Action.asset, code is 19, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Action.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Action.Attack.asset, code is 19, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Action.Attack.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Action.Energy.asset, code is 18, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Action.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Condition.Chance.CriticalHit.asset, code is 15, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Condition.Chance.CriticalHit.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Condition.Energy.asset, code is 31, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Condition.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Effect.Damage.asset, code is 25, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Effect.Damage.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Effect.Energy.asset, code is 21, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Effect.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Number.Energy.asset, code is 22, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Number.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Number.Range.Damage.asset, code is 16, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Number.Range.Damage.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Operation.CriticalHit.asset, code is 18, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Operation.CriticalHit.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Operation.Energy.asset, code is 26, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Operation.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Sprite.png, it is a binary file.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Direct\Sprite.png.meta, code is 99, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Ability.asset, code is 22, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Ability.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Ability.Attack.Projectile.prefab, code is 77, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Ability.Attack.Projectile.prefab.meta, code is 7, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Action.asset, code is 19, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Action.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Action.Attack.asset, code is 19, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Action.Attack.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Action.Energy.asset, code is 18, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Action.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Condition.Chance.CriticalHit.asset, code is 15, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Condition.Chance.CriticalHit.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Condition.Energy.asset, code is 31, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Condition.Energy.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Effect.Damage.asset, code is 25, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Effect.Damage.asset.meta, code is 8, comment is 0, blank is 0.
ARPG\Objects\Characters\Actions\Abilities\Ability.Attack.Projectile\Effect.Energy.asset, code is 21, comment is 0, blank is 0.
